INMUEBLE;PROVINCIA;MUNICIPIO;AFECTACIÓN;SUBTIPO;ESTADO INMUEBLE;ADSCRIPCIÓN;CERTIFICADO ENERGÉTICO (S/N);INSCRITO REGISTRO PROPIEDAD (S/N);LICENCIA APERTURA (S/N);FECHA ALTA;FECHA BAJA;FECHA BIC;SUPERFICIE CONSTRUIDA;CALIFICACIÓN SUELO CASTELLANO;CALIFICACIÓN SUELO VALENCIANO;CLASIFICACIÓN SUELO CASTELLANO;CLASIFICACIÓN SUELO VALENCIANO;DERECHO TERCERO CASTELLANO;DERECHO TERCERO VALENCIANO;NATURALEZA CASTELLANO;NATURALEZA VALENCIANO;NIVEL CASTELLANO;NIVEL VALENCIANO;SITUACIÓN ARRENDAMIENTO CASTELLANO;SITUACIÓN ARRENDAMIENTO VALENCIANO;USO PORMENOR CASTELLANO;USO PORMENOR VALENCIANO
Parcelas Sitas En El Parque Natural De La Albufera;Valencia/València;València;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;2024/11/08 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque De Emergencias;Valencia/València;Vilamarxant;Proteccion Del Medio Ambiente;Local;Inventariado;Conselleria De Emergencias E Interior;N;N;N;2023/04/19 00:00:00.000000000;;;372,5;Industrial;Industrial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Industrial Bloque Aislado;Industrial Bloque Aislado
Parque De Emergencias Bomberos Forestales;Valencia/València;Canals;Proteccion Del Medio Ambiente;Edificio;Inventariado;Conselleria De Emergencias E Interior;N;N;N;2021/07/02 00:00:00.000000000;;;355,9;Industrial;Industrial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque De Obras Publicas De Alcoy / Alcoi : 14 Viviendas Y Cocheras;Alicante/Alacant;Alcoi/Alcoy;Carreteras;Edificio;Inventariado;Entidad Valenciana De Vivienda Y Suelo;N;S;N;1984/07/01 00:00:00.000000000;;;1283,96;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Residencial Manzana Cerrada;Residencial Manzana Cerrada
Parque De Obras Publicas De Alicante : 12 Viviendas Para Camineros Y 12%  De La Parcela Del Laboratorio;Alicante/Alacant;Alacant/Alicante;Carreteras;Complejo;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1984/07/01 00:00:00.000000000;;;1950,53;Industrial;Industrial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Industrial Bloque Aislado;Industrial Bloque Aislado
Parque De Obras Publicas De Ayora : 3 Viviendas;Valencia/València;Ayora;Carreteras;Vivienda;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1984/07/01 00:00:00.000000000;;;499,03;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Residencial;Residencial
Parque De Obras Publicas De Castellon De La Plana : Almacen, Parque Y Taller De Maquinaria;Castellón/Castelló;Castelló de la Plana/Castellón de la Plana;Carreteras;Local;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1984/07/01 00:00:00.000000000;;;1104,34;Ensanche;Ensanche;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Residencial Plurifamiliar;Residencial Plurifamiliar
Parque De Obras Publicas De Orihuela :13 Viviendas De 18, 7 Cocheras De 11, Las Oficinas Y Parte Proporcional De Parcela;Alicante/Alacant;Orihuela;Carreteras;Complejo;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1984/08/01 00:00:00.000000000;;;400,9;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque De Obras Publicas De Quart De Poblet : 22 Cocheras Y Oficinas Taller De La División De Carreteras De Valencia;Valencia/València;Quart de Poblet;Carreteras;Edificio;Inventariado;Conselleria De Emergencias E Interior;N;S;S;1984/07/01 00:00:00.000000000;;;2196,43;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Administrativo-Institucional;Administrativo-Institucional
Parque De Obras Publicas De Quart De Poblet : 22 Cocheras Y Oficinas Taller De La División De Carreteras De Valencia;Valencia/València;Quart de Poblet;Carreteras;Edificio;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;S;1984/07/01 00:00:00.000000000;;;2196,43;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Administrativo-Institucional;Administrativo-Institucional
Parque De Obras Publicas De Sant Mateu : 67% De 18 Viviendas (A La Gv Le Corresponderian 12), 2 Almacenes, Centro Transformacion Y Suelo;Castellón/Castelló;Sant Mateu;Carreteras;Complejo;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1984/07/01 00:00:00.000000000;;;2109,93;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque De Obras Publicas De Sant Mateu : 67% De 18 Viviendas (A La Gv Le Corresponderian 12), 2 Almacenes, Centro Transformacion Y Suelo;Castellón/Castelló;Sant Mateu;Carreteras;Complejo;Inventariado;Entidad Valenciana De Vivienda Y Suelo;N;N;N;1984/07/01 00:00:00.000000000;;;2109,93;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque De Obras Publicas De Segorbe : 18 Viviendas, Trasteros, Taller Y  9 Garajes;Castellón/Castelló;Segorbe;Carreteras;Complejo;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/07/01 00:00:00.000000000;;;2011,57;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Residencial;Residencial
Parque De Obras Publicas De Utiel : Dos Bloques De 6 Viviendas Cada Una  Y Cocheras Para Maquinaria Ligera;Valencia/València;Utiel;Carreteras;Complejo;Inventariado;Conselleria De Emergencias E Interior;N;N;N;1984/07/01 00:00:00.000000000;;;1196,16;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Equipamientos;Equipamientos
Parque De Obras Publicas De Utiel : Dos Bloques De 6 Viviendas Cada Una  Y Cocheras Para Maquinaria Ligera;Valencia/València;Utiel;Carreteras;Complejo;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1984/07/01 00:00:00.000000000;;;1196,16;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Equipamientos;Equipamientos
Parque De Obras Publicas De Villena : 15 Viviendas, 13 Cocheras, Oficina Y Parte Proporcional De Parcela;Alicante/Alacant;Villena;Carreteras;Complejo;Inventariado;Conselleria De Emergencias E Interior;N;N;N;1984/07/01 00:00:00.000000000;;;2110,55;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Residencial Plurifamiliar;Residencial Plurifamiliar
Parque De Obras Publicas De Villena : 15 Viviendas, 13 Cocheras, Oficina Y Parte Proporcional De Parcela;Alicante/Alacant;Villena;Carreteras;Complejo;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1984/07/01 00:00:00.000000000;;;2110,55;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Residencial Plurifamiliar;Residencial Plurifamiliar
Parque De Obras Publicas De Xirivella / Chirivella : Bloque 10 Viviendas Peones Camineros Y Parte Proporcional De Terreno Donde Se Ha Ampliado El Cent;Valencia/València;Xirivella;Carreteras;Edificio;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/08/01 00:00:00.000000000;;;1022,35;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Residencial Edificacion Abierta;Residencial Edificacion Abierta
Parque De Obras Publicas.   Centro De Conservacion De Carreteras;Valencia/València;Alcúdia de Crespins, l';Carreteras;Edificio;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1993/11/02 00:00:00.000000000;;;682,69;Ensanche;Ensanche;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Residencial;Residencial
Parque Deportivo De Castellon De La Plana;Castellón/Castelló;Castelló de la Plana/Castellón de la Plana;Deportivo;Complejo;Inventariado;Presidencia;N;S;N;1983/01/01 00:00:00.000000000;;;3544,5;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Autorizacion;Autorizacion;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Deportivo-Recreativo;Deportivo-Recreativo
Parque Emergencias Bomberos Forestales;Valencia/València;Carcaixent;Proteccion Del Medio Ambiente;Local;Inventariado;Conselleria De Emergencias E Interior;N;N;N;2022/02/22 00:00:00.000000000;;;220,48;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque Movil De La Generalitat Valenciana;Valencia/València;València;Administrativo;Edificio;Inventariado;Conselleria De Hacienda Y Economía;N;N;N;2000/12/04 00:00:00.000000000;;;3979,42;Industrial;Industrial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque Natural De El Hondo O Fondo : Finca Rustica Vereda De Les Cendres;Alicante/Alacant;Crevillent;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1995/11/23 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque Natural De El Hondo O Fondo, Finca El Racó;Alicante/Alacant;Crevillent;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1998/12/03 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque Natural De El Hondo O Fondo: Finca El Canal;Alicante/Alacant;Crevillent;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;2001/01/17 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque Natural De La Albufera;Valencia/València;Massanassa;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;2009/02/18 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque Natural De La Albufera;Valencia/València;Silla;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1998/02/17 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque Natural De La Albufera;Valencia/València;Silla;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1998/04/08 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque Natural De La Albufera;Valencia/València;Silla;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1998/12/10 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque Natural De La Albufera;Valencia/València;Silla;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1999/02/09 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque Natural De La Albufera;Valencia/València;Silla;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1999/02/18 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque Natural De La Albufera;Valencia/València;Silla;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1999/04/27 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque Natural De La Albufera;Valencia/València;Silla;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1999/05/06 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque Natural De La Albufera : Alqueria Del Palmar;Valencia/València;València;Proteccion Del Medio Ambiente;Complejo;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1994/10/18 00:00:00.000000000;;;498,2;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Autorizacion;Autorizacion;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque Natural De La Albufera : Finca Rustica;Valencia/València;Albalat de la Ribera;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1999/02/18 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque Natural De La Marina De Santa Pola;Alicante/Alacant;Santa Pola;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1994/03/21 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque Natural De La Marjal Pego-Oliva : Marjal De Oliva;Valencia/València;Oliva;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1996/12/11 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque Natural De La Marjal Pego-Oliva : Marjal De Pego;Alicante/Alacant;Pego;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1996/12/11 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque Natural Del Peñon De Ifach;Alicante/Alacant;Calp;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1987/04/30 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque Natural Desierto De Las Palmas  : Finca Sufera -  Mup Cs120cs1056 Cova Del Bisbe I Sufera;Castellón/Castelló;Cabanes;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1998/02/17 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque Natural Desierto De Las Palmas  : Monte Leñas Bajas -  Mup Cs120cs1056  Cova Del Bisbe I Sufera;Castellón/Castelló;Cabanes;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1998/07/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parque Tecnologico De Paterna : Parcelas 1, 2 Y 3 Cedidas A Telefonica: Telepuerto;Valencia/València;Paterna;Telecomunicaciones;Infraestructura;Inventariado;Conselleria De Hacienda Y Economía;N;N;N;1991/03/26 00:00:00.000000000;;;808,59;Industrial;Industrial;Suelo Urbano;Suelo Urbano;Cesion De Uso;Cesion De Uso;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Infraestructura-Servicio Urbano;Infraestructura-Servicio Urbano
Parque Tecnologico:Sede Del Canal Hispavision Y Otras Instalaciones De Radio Television Española Y Dos Parcelas Sin Construir;Valencia/València;Paterna;Patrimonial;Edificio;Inventariado;Dirección General De Patrimonio;N;S;N;1994/12/07 00:00:00.000000000;;;5356,97;Industrial;Industrial;Suelo Urbano;Suelo Urbano;Cesion De Uso;Cesion De Uso;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Sistema Local Servicio Publico;Sistema Local Servicio Publico
Piso En Primera Planta Alta, Entresuelo Calle Almirante  Subsecretaria De Presidencia;Valencia/València;València;Administrativo;Local;Inventariado;Presidencia;N;S;N;1984/02/29 00:00:00.000000000;;1956/09/14 00:00:00.000000000;306,19;Centro Histórico Protegido;Centro Histórico Protegido;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Planta Baja  Procedente De Abintestato;Valencia/València;Llíria;Asistencial Social;Local;Inventariado;Direccion General De Patrimonio Abintestatos;N;S;N;2002/03/08 00:00:00.000000000;;;75,0;Desconocida;Desconeguda;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Abintestato;Abintestat;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
